body,time,hash,location,title
"At big box store near 401/70.  Average looks with open shirt.  Made eye contact several times. Seemed an interest.",2019-07-26,b982c8ab3322c2223999a970a5948840,raleigh,"Silver hair - missed connections"
"I must have left my helpers at your place. I can't perform very well without them. Let me know if you find them! The sooner the better.",2019-06-19,e5484670a250a723086f13711968583e,raleigh,"Can't find my helpers - missed connections"
"Good Morning Precious,I love you................................................................................................................................................................................................................",2019-06-19,028db2e568ca975d63ea425a638f9d3b,newyork,"To the most beautiful woman with the beautifully flowered name - missed connections"
"downtown glorygirl with her own private glorycurtain in apt. get milked real good. avail now.serious only.",2019-07-29,76878837a01067cb2e6e2dd3fdda733a,newyork,"Downtown glorygirl lookiing for milk now - missed connections"
"You green top behind the bar told me my dogs pretty I said you were pretty",2019-07-31,35a4e9e2377dac9b297a72ba8fd3dde3,raleigh,"Creedmoor country store - missed connections"
"Looking for anyone that want to ride to fayette county fair today. Leaving at like 3:00 PM HURRY UP LETS GO RIDE.....",2019-08-01,62049979c63d868c281d9c6a770198bf,pittsburgh,"Riding to fayette County fair - missed connections"
"Need a female friend to help with a fantasy. Im a white male 43 good looking DDF.  Great safe location (house) can compensate you as you wish. Looking for Friday. Pics responded to First. Hope to hear back soon!",2019-08-01,d662b4b01b24020202bd124fe61114b5,pittsburgh,"Looking for a female. - missed connections"
"Handsome, successful, Sweet, attached, 50's North Shore Guy Seeking a Female Daytime Friend. No Disappointments.",2019-08-03,d52bd77fb0e80e05d25d02c5829b2f0c,newyork,"North Shore Guy Looking for a Daytime Female Friend - missed connections"
"So here's the short story version of the chance encounter that this city is made for...Man 2 man, we met at that coffee shop on East 6th near 1st ave.  Yeah. Too bad you couldn't make it over then for more talk and that deep tissue rub down, a happy much needed release of yer stress and duress.  Hope your exams and oral reports went well.  So, remember, I'm not too far from you in East Village near St. Marks Church.  If your schedule's free now or soon then come on over and I'll give you an easy exam, oral only, no paper or cyber w/grades and such, only inquistive, probing and learning from the inquiries, and you'll report, give feedback, a learning experience for us both, man to man, older-younger, a great combo for such.  Very Greek, ancient, pre-Socratic, the dialectical procedure of evocation via inquiry and patient demonstration.  Hands on learning.  Experiential.  Best way to learn. I recall you're Asian - Korean perhaps? 3rd culture? didn't ask, doesn't matter, whatever, very nice looks, and masculine, good shape...hard to tell what age you are, what, 18 to 28? anyway, you're med study intensities then needed (still need) some hands on contact.  That's pretty much it.  Just in case you forgot, I'm the older man with the psychology books, the ones on dreams and their interpretation  - you shared a few dreams, the one with the airborn wheelbarrow and the fox, wow, much to say about that one - stacked high on the table lol, almond croissant crumbs on said books, table top, my lap,  powdered sugar on my chin and black shirt, yikes, thanx for pointing that out! lol.  Oy! First impressions!!!  You sat at the table next to me at Elsewhere and asked about the books, what I do - teach, write, consult/counsel, also massage and energy work so I too can change channels out of my head and into more physical relating to life, self, others, etc.  You said your brain was 'maxed out', you were extremely anxious and hadn't slept but a few hours a night for weeks and that your 'body needed to come alive.' After some rest and relaxation, some natural easy release of all that stress, your nervous system is maxed out, neurochemicals of cortisol storms depleted your adrenals, glands, and the subjective experience of who you are as a body whose ego is afflicted with academic demands for high achievement. Jeez.  I'm exhausted just describing you to yourself!  So.  'Yeah.  I'm perfect for that,' I said.  You grinned wide.  'Deal?' 'Deal!'  High fives and a wink wink to seal it.  And I bought your macha and your gluten free cookie for you.  What's a gentleman to do after all, the surprise of a friendly meeting, great conversation and sharing, laughing (as quietly as possible in that tiny espresso joint, tables close beside each other).  Yes, I do look younger for my age,  wear it, age, well, I work out at a gym not too far from you.  I'm toned.  Said I wasn't into that body building stuff...just tone, keep it together, get some cardio since I sit alot, am stationary too much because a lot of my work is studying, reading, writing so, yeah, I need to move it and shake loose.  About me, we didn't get into this when we met, Spanish mixed background, mom Cherokee Indian and Irish mix, dad Canary Islander (Spain), Latino, stray gringo in there too, southern Louisiana swamp dna mix, I guess, beast of the southern wild meets my dinner with Andre (an ancient movie, check it out), ...my green eyes come from mom tho.  She and dad grayed early.  Both wore it well as do I.  Laughter is indeed the best medicine and regular body contact and frequent rest.  Getting some of whatever off the chest too.  Soft belly breaths and deep sighs, hands soft on sky parts skin and and rough patches too to undo daily grind in exchange for bump kind, grind that is.  Skies and sighs the limit.  And deep let go.  Hasten slowly, said one of my best teachers in massage and trance work.  Yes.  That.  Exactly.  So if by chance you see this get in touch.  Summer's here.  I have time on my hands too and so can get my hands to work on you if yer up for it, all of it, handfuls of ahhhhhh soooooooooo.....and steady as he goes.  You'll be in control at all times.  I do only what you are comfortable with, respect boundaries.  You said you are shy so I want to remind you what I said about discretion and boundaries and that 'you da boss' - you call the shots, I swallow them or something like that lol.  We can go into all that and more when you contact me.And, yes, I will read you some Walt Whitman, the Calamus poems, a few of his entries from Specimen  Days, those tender civil war accounts of his sweet presence with the wounded soldiers, north and south, white and black...but that's enough.  And after the body work and rest/relax/deep snooze.Am up late too. Summer hours for lingering.  Soon then, I hope. OH.  I'll need a photograph of you when you respond to this.  Thanx!",2019-07-03,052d8aa16f2623740640d2d4faa19c9c,newyork,"AznGuyNearNYU-UneededMassageNMoreButUhad2study - missed connections"
"You (female) work at the Plant Fitness near the 401/Forestville Rd. junction. Darker hair, black leggings. You checked me in yesterday and were vacuuming near me. Hadn't looked at your name tag yet. You seem very polite and have a nice smile. Maybe our paths will cross outside the gym. Cheers!",2019-07-08,2b61bfe02a1c1eb5359fc990d45f70bf,raleigh,"Planet Fitness Employee - Forestville/Louisburg (401) - missed connections"
"Swift Creek shopping center Food Lion on the afternoon. Of July 3rd.  You entered the store twice with nice salt and pepper hair and peach colored shirt.  Hit me up.  I think we made eye contact.",2019-07-12,1898af7fe725c997e25ee15594f58a76,raleigh,"Food Lion Swift Creek Shopping Center - missed connections"
"I used to come over to your place and let you use me. I miss you. I miss those days. It's been a while since I had it. Say my name... Let me know where we used to meet. I would do it again if you wanted to.",2019-07-15,6a4ad74bda7d7ca3b2305c1a5c8260e5,newyork,"Asian - missed connections"
"I am well-traveled, young but mature, and enjoy indulging in all the finer things that the city has to offer. If you are a like-minded and successful older man who truly understands what being generous means and are looking for a young, beautiful, and smart to show off on dates (And all the other 'fun' things that come with a 'conventional relationship) without any of the drama or commitments attached then this is the post you should reply to... Let me change your life, or at least make your day ;)  (NOT AN ESCORT, DONT DO PAY FOR PLAY)",2019-07-19,b57b5e3cdaa9eb98ceaab2768873b4d1,newyork,"Hot multi-racial girl seeks a mutually beneficial relationship:) - missed connections"
"You come over we go up stairs you control the activity you tie my hands behind my back and do what you want with me into facefuck licking your balls getting sucked playing wit hi my nipples will open me up to almost anything only catch prefer older and please dont respond if your not coming over",2019-07-21,35586ae5b5fa3e335708d2e5a77195d3,pittsburgh,"Looking for you m for m - missed connections"
"you have clear plastic glasses, long hair, and a tattoo of a paper crane. you were walking down the street, and I noticed you from afar. your face made me smile.I think you read these >:)we should scooter off into the sunset.",2019-07-25,10309c27181cd10a23bce8071648a691,newyork,"to the boy with the big shorts - missed connections"
"You and I were circling around one another at The Guggenheim Friday (26th) afternoon. I regret not speaking to you. Maybe you do, too??",2019-07-28,66809e38437ed3bd710d39b595dcf0bb,newyork,"Guggenheim Cutie - missed connections"
"Afternoon. Anna are you there? I’m the Pakistani gentleman and we connected here but lost touch. Anna if you still there message me please. Thank you",2019-07-29,acad3f9ea7bc6853601911c9364c5631,newyork,"Pakistani - missed connections"
"Didn’t know you were waiving me down. If you remember what color my car was, send me a message.",2019-08-01,14f82dca78fca1cb0171d56631645231,pittsburgh,"Black truck with Florida plates - missed connections"
"Your daughter gave my daughter a toy watering can this morning. We looked at each other a lot and there were a lot of smiles back and forth. Your mom was there too, and I wanted to ask for your number in the parking lot but didn’t want to put you in an awkward position with her around. Let me know what else we were doing today to prove it’s you. Let’s start something together.",2019-08-02,527bd30da4453aade977101757114476,raleigh,"Your daughter gave mine a toy watering can - missed connections"
"I long ago gave up on ever finding out how magical and electric one night with you might have been, but lately you have been on my mind for some reason. We always had some kind of weird connection when we first started talking to each other. I can't help but wonder if you were thinking about me and our psychic paths crossed.I have from time to time found myself wondering if life has ever been kind to you since we stopped talking. I know you had one of the most difficult times I have ever witnessed someone endure.So if you want to reconnect and get caught up, feel free... I'd like to know how you are doing these days.",2019-08-02,6e001e84fc20003f91e3fb63dfca453a,raleigh,"Gonna Wanna and Rock Me - missed connections"
"You were incredibly stunning, with short blond hair, Khaki shorts, light tan cover up, and sandals.  You were with your 12-13? yer old son.  I saw you near the milk section.  Glanced in your direction, and was so stunned by how incredibly classy/sexy you were that I had to take a second look.  You saw me when I did, we made eye contact and smiled at each other.   I would loved to have spoken with you, but since your son was with you didn't think it was the right thing to do. Cant get you out of my mind!",2019-08-02,b586195e79611ee413627b5462e26fa6,raleigh,"Stunning Mom with Son Walmart Exit 312 - missed connections"
"Saw you at the pool in a great bikini you looked soooo good . You were talking to your friend and enjoying a nice rose’wine and the day, as I was . Just wanted you to know you really fit that bikini so well, wished I could..>.>....ever thought of playing around?",2019-08-03,c26035a9a8af108318b7e4bb88ccaaa7,raleigh,"Pool time - missed connections"
"Yesterday morning you picked me up and drove me to the port authority stattion. It was a short distance just like my short skirt. We spoke avout my weird name. You said it was nice doh. I called and acted like I left my ID in your car but really just wanted to get your number so we can talk .. if this sounds familiar...contact mecall/text:9twonine 3nine3 one73eight",2019-08-03,08a9e7e39f781d6a19e005a7a3f844b6,newyork,"+LOOKING for cute colombian uber DRIVER ~ - missed connections"
"Black top blue shorts blond hair 2 big earrings big bag brown pink toe nails pink string right ankle Black scrunchie in hair got off at Broadway junction I wish the train wasn't crowded as it was so I could talk to you with no distractions",2019-08-03,eae1542d84dc29a5f847f76af7bcdc90,newyork,"Blond hair black shirt on L train yesterday - missed connections"
"You: Beautiful woman of possible Asian, Filipino or Polynesian descent (I am guessing.. sorry) You have a tattoo of a dog (terrier)on left shoulder blade...You had a black jumper and white sneakers..You were dancing by the front right side of stage..Me: On crutches, with broken foot behind the barricade..Grey shorts black cap..I saw you walking with your friends by 72nd and Park after the showWe smiled at each other..I wish I had introduced myself..If you see this please say hello.",2019-08-03,0714daefae37e6336eabdb1a69274b0d,newyork,"Woman w/Dog Tattoo-Femi Kuti Show - missed connections"
"We used to hang out at Mario’s Thursday night for trivia.  I just moved back to the Burgh.  Looking to get back in touch and have a few drinks.",2019-08-03,186c52fd134afcf89bbe663442abd5db,pittsburgh,"Looking to find Julie from South Side - missed connections"
"I lost the contact information for the massage therapist in Sewickley. I saw you at Crazy Mocha last week, but did not have a chance to ask for the contact info.  PLEASE DO NOT FLAG THIS POSTING!!!!",2019-08-03,6ff165fb136488480ecddf968301a6b0,pittsburgh,"Lost contact information-massage therapist - missed connections"
"Your car wouldn't start so I helped you get it going.We both drove off but then you pulled up beside me in Clayton andwaved. I should have given you my number.I hope you were able to get it taken care of on your way home.If not, I'd be happy to help you get it started again tomorrow!",2019-08-03,853d3e598fc19db694df01c066196a1c,raleigh,"Nice lady at Kangaroo Hwy 70 - missed connections"
"Looking to practice my skills/hands.Any volunteers from STRAIGHT athletic guys? (GYM AND BALL PLAYERS GUYS). It's FREE. You need to be clean and in shape. UNDER 35 LEGIT MASSAGE. No funny business SO STRAIGHT GUYS ONLY.Thanks.Me: straight, young and in top shape. No disappointment.",2019-08-03,d61b93be54f4ad31b517719465da6bb2,newyork,"FREE LEGIT MASSAGE 4 STRAIGHT BLACK, LATINO, HISPANIC GUYS - missed connections"
"Just about everyday I see you walking your dog. I am always busy with something at work, but you catch my eye everytime. I just wanted to let you know you are good looking and like your long blonde hair.This is M4W.",2019-08-03,043b21ed76794f92b7303790883008a2,raleigh,"Walking your dog - missed connections"
"I was outside smoking a cigarette. You were walking by across the street with a backpack on. You stopped and lit a cigarette as well and looked at me for a couple seconds before continuing on, then stopped again at the corner for a minute and looked back at me. I wanted to say hi, but thought it was awkward talking to you from across the street.... if it’s you, tell me where you saw me...",2019-08-04,8f22c650be2cd2460f1bf05aa0f29489,newyork,"Outside smoking - missed connections"
"Hey Brad, that was the name you used on  your email. You deleted  your yahoo account. After we meet you had second thoughts. Was wondering if you changed your mind and wanted to now? I picked up something for you and gave it to you in the Lowes parking lot... Let me know what and I hope you now reconsidering!",2019-08-04,50c06bea5a7b5b4bb43ef4fd9493a7c0,raleigh,"Looking to see if Brad changed his mind - missed connections"
"I am 55 grayish and balding,  I would like if you could come over to my motel room and have some naked fun. I will be in the area 7/31 and 8/1.",2019-08-04,6c2199ee671c74fa7301971db76ec3d5,pittsburgh,"COULD USE A FREIND - missed connections"
"I’m young Latino looking for dd or ddd queen. To have fun movies , drinks ,Dave and busters etc Any race any age . Just looking to have fun this summer time Just email me with your stats and pictures drinks and other things will be provide",2019-08-04,bb1568d0466f010d6b6c958d5105f51a,newyork,"Looking for dd or ddd queen to have fun - missed connections"
"you delivered some groceries to my house today. i didn't see your car so i don't have much to go off of here to describe, but you delivered between the 7-8 timeslot and your name starts with an E. i thought you were beautiful. i wanted to strike up a conversation but the whole delivery went too fast that i didn't have time to think of anything good. i'd love to chat with you sometime. if you do see this, let me know what *little* we did speak about while you were delivering :)",2019-08-04,dd7fd6826f6868df2a9fed3d1c281637,raleigh,"instacart delivery girl - missed connections"
"You and another girl were debating on the various flavors of ramen, and I thought to myself that surely you would appreciate an older guy who's willing to help you out, to provide you with companionship and affection.If that's you, let's talk.",2019-08-04,3bb84c87d555ebad6b1027466d701d27,raleigh,"I saw you at Walmart - missed connections"
"I saw you in Whole Foods yesterday. You were tall and handsome man, looked very edible yum! Wish I could see you again? If your out there and still looking edible please come to me !!!",2019-08-04,a9e85dce09eff8a633b1f076fb4a49bf,raleigh,"The handsome man - missed connections"
"7th ave and 14th st. You were wearing a blue collared shirt. I was wearing a white collarless one. We smiled but walked past. You’re one of the most beautiful people I’ve ever seen.",2019-08-04,14776a9d4ef6e72b39958a019639d688,newyork,"7th ave Friday night - missed connections"
"Other half is on third floor sleeping. I’m in man cave in the basement. Was hoping to find someone to come over and come in side door and downstairs so I can take care of you orally . And if your ok with it maybe bend me over. 48White male5”10160 lbs",2019-08-04,347b144804b0264cdc3916caf73a17fa,pittsburgh,"M 4 M -   Just wanting to open my mouth for someone. - missed connections"
"Hi! Just left the post office, you had light green & brown hair and was there to open a PO box but had to go back for something. I was the bearded guy behind you with a flat rate envelope.I enjoyed our small talk and think you are great. If you would like to meet for coffee or something, let me know. Tell me what you had to get or what the woman in front of us was doing so I know it is you.",2019-08-04,5e4fa305141b21405b88ced2cd3e04dd,raleigh,"Cutie opening a PO Box (m4f) - missed connections"
"I'm looking for my friend Lamar. We met at Liberty Park through Craigslist. We kept contact for a long time. We had a great time together. Email me if you see this.  I lost your email. I want to continue. Sam.",2019-08-05,cf29a53c6de23d2ff5f56a386d56bf03,newyork,"Lamar from Liberty Park - missed connections"
"On Spring Forest, You were having drinks today at about 2:00, I saw you when I came in and can't get you out of my mind.Your great smile and Red Hair reminded me of Bonnie Rattie.You asked my sign.Same as your brother.Want to talk?",2019-08-05,bd88eeced6a1efe38f7a615e61c74af4,raleigh,"Cape Fear Sea Food - missed connections"
"To the bartender with the nose ring at 'The Hideout' in Wake Forest... I love you. That is all, carry on. 😉",2019-08-07,b6ca6bed0cc54c5fad473b12ed8b900b,raleigh,"Lonerider 'Hideout' in Wake Forest - missed connections"
"Rode the train sitting next to each other this morning around 8 am, attractive black female in your 30/40s?, you had headset on, bright yellow shirt, and nice white bag.  Was the WM, early 50s, sitting next to you, smiled at each other and exchange couple words.  Would love to meet for drinks,",2019-08-05,5845468cc057fb7f81109413601484ca,newyork,"Harlem A or D line - missed connections"
"We spoke Friday night on Omegle through a specific tag. You said you were from New York and worked on Wall Street. We lost the connection and said we would meet under a certain tag. I tried to re connect with you but it was not successful. I would really like to continue talking to you if you ever see this and it’s you. We had a good connection and conversation  I throughly enjoyed it and would look forward to speaking more. I hope you see this. Mention the tag we said we would meet back on and let’s reconnect. I’m the girl from Michigan.",2019-08-05,566851748edf616ae984549d907ccd37,newyork,"Wall Street Gentlemen from omegle-girl in MI - missed connections"
"You were wearing a Burberry jacket I think ...at queens blvd I was the guy who had curly hair and sawu and was in awe I was in a silver Camry Idk but when we locked eyes I felt we had more then just a connection truthfully you looked amazing I would love to get reacquainted with you this was yesterday around 8 o clock I knew I should have said something to you hope to hear from you soon",2019-08-05,7e1bf2ea0e04a2fa51d40c45de3d8d25,newyork,"burberry jacket u coming from work - missed connections"
"Looking for a third for me and my boyfriend. I never really been with a girl and we want to try it out! We are in our 20s and looking for a female 19-28. Reply by sending a pic of you and what your into. We can meet up at the casino or a local bar then if we like you go from there.",2019-08-05,9d6ff853d8326499c5ab030eef1f193f,pittsburgh,"Who wants to be number 3? - missed connections"
"To the friendly lady who told me that I reminded her of her late husband. Thank you for the compliment as you must miss him very much. It's such a delight when you can have a pleasant conversation, even when it is just in passing. I miss that kind of 'no expectations' interchange as that has been missing for a long time. Have coffee, a chat or make love with me. whatever you like. Tell me what you said about my hair. Hoping you will see this.",2019-08-05,92d56c5eea6e2136e657208acb218523,raleigh,"BJ's in Cary - missed connections"
"I have never done this before.  But I should have gotten your number but I didn’t. I picked you up in Fort Lee on Saturday 8/3 in the evening and drove you across the George Washington Bridge.  There was a lot of traffic and I ended up driving you to 96th street. You are a Korean girl and we chatted about work and living in NY. I felt there was a connection.  If you see this, please contact me, I’d love to see you again.",2019-08-05,96345efecf8853451ea9345870057926,newyork,"Ride over the George Washington Bridge - missed connections"
"We first met in line at Sheetz. We chatted about favorite music and classic movies. You said I could be your Cary Grant and you'd be my Grace Kelly. The first time we were alone I did something for you that you said your husband hated to do (it's my favorite!). Then we both went on a long July 4th holiday. Now your emails bounce back to me and your phone number is no good. What happened to my Grace Kelly? Please contact me. You still have my number. I soooo miss your touch, your scent, your taste...",2019-08-06,6c02f17a0098d2a32701902f22047a64,raleigh,"Where have you gone, Grace Kelly? - missed connections"
"Took a weekend trip to the city and it’s my last night here. I’m a decent looking 30 year old guy just looking for some fun. Any girls out there just want to have some drinks and hang out? I have a hotel not far from msg. Let me know!",2019-08-06,ea2a34d062a506a6986f9982d4fb90cc,newyork,"Last night in the city - missed connections"
"Gorgeous female I saw.I was watching you from across the platform.You were talking to your male friend.Then you said hello to me.What was your hairstyle.And what did u ask me.Hope to connect again..soon :))",2019-08-06,46f1db5d89751c81f035d04eecf45bd2,newyork,"Across J train station 3.12am Koskiasco - missed connections"
"So you really should rent out one of those extra rooms to a decent woman in need of somewhere to stay..... I promise not to try anything. P.S. I truly believe I should be coming down Pillow and making a left, not a right..... :(",2019-08-06,169e2186bcf7074ff794fcc806a192b5,pittsburgh,"Pillow Avenue - missed connections"
"If you have an interest in a mature CD with great appeal...then shoot me a msg, please be considerate and as honest as your keyboard will allow you.  Snow coming soon and we can't play outside then.",2019-08-06,63a3efd6c36f6aaf1d485b4eeceea72c,pittsburgh,"Summer & Fall Dating - missed connections"
"I spoke to you and mentioned how pretty you were if by chance you see this and would like to meet for a drink please get back to me",2019-08-06,ac436c3084064612fa9f7845d2e676aa,pittsburgh,"Beautiful woman 8-2-19 - missed connections"
"This is probably an extreme long shot. We met at LaGuardia on Wed 7/31 and we were on the same flight to Montreal. With your help we expedited our check in and made our flight. Thanks to you I was also able to make my connecting flight to Quebec by 5 minutes. -I hope you had a good competition because I had a blast in Quebec. We were both returning on Sunday 8/4. I just wanted to say ‘Thanks’ again.-Frank",2019-08-06,609b5bb592bae30b5dfbb5da26395f9f,newyork,"**Julie at LGA on Wed July 31** - missed connections"
"Sunday around 10:00 you were using the vacuum in your Jeep with your kids . I noticed you when you went to clean the floor mats . You are stunning! You looked amazing in those shorts ! If you need help vacuuming let me know .",2019-08-06,d4c873ada985afb3c27ae2a59436f4b1,raleigh,"Beautiful lady with kids cleaning Jeep Liberty - missed connections"
"I have got skis for Saturday night....wanna join?",2019-08-07,9482cb7aa7e34306f4b6c1b7b69c71f8,newyork,"Looking to meet Asian skier - missed connections"
"Cute couple looking for another couple or cute girl in Pittsburgh.Please include name, age and pics.",2019-08-07,5776a8d8d2418ff41ae514420738057a,pittsburgh,"A cute couple for a another girl (Pittsburgh) - missed connections"
"You were quite handsome! I was too shy to say hello - I was the 5'10' dirty blonde ahead of you in line. I was wearing a black shirt with skinny jeans, black sandals, and sunglasses on my head. You looked like you just finished up a hard day's work, but you still looked incredible.",2019-08-06,fe349fcd75df7f11e4865c6ebf8fe05d,raleigh,"Bearded Cutie at Sheetz - missed connections"
"We just shared a ride. You were coming back from a Yankees game and I was coming back from an art show. We were driving up Central Park West. I like your script and I’m looking for more similar work. Let’s connect.",2019-08-06,572269e4fc355afcdc3bd169e9e6f549,newyork,"You’re a screenwriter and I’m a producer (Uber share) 8/3/19 - missed connections"
"Looking for some fun when I get outta work tonight. Open to anything here and love to service ;) Hit me up and let’s set something up!",2019-08-06,f40890d4fed8ce5306dcba03e326b2f1,newyork,"DL Uber/Lyft Driver - missed connections"
"Good Morning Precious,M,I love you.Since, I can remember.R......................................................................................................................................................................................................",2019-08-07,599acdfce8d04fb9587a8840e05851b0,newyork,"To the most beautiful woman with the most beautifully flowered name - missed connections"
"F train into Manhattan around 9:45-10 this morning. Not sure if there was something there. You got onto the train with who I assume is a friend but you stood apart. You - younger guy, dark jeans, purple shirt? You stood 2 seats over from me but eventually came 1 seat closer our eyes met for a couple glances. I got off at Rockefeller and you continued. Drop me a line if this sounds familiar.",2019-08-07,9b506481a70a7f71990a7b24bac6d2f4,newyork,"F train M4M Asian/Latino - missed connections"
"You were walking with two others when I drove past. We both smiled at each other. You have ink on your arm. I doubt you’ll ever see this, but it’s worth a shot.",2019-08-07,bb3746a126c9922d2282282e1431b6a9,pittsburgh,"Blonde - New Castle Fireworks - missed connections"
"It started with a random conversation while in line at the post office. We then ran into each other again at the grocery store, we made jokes and introduce ourselves. But, we walked away and as I have looked to see if I see you again but no luck. I regret not asking you , where do we meet next and continue more conversations.",2019-08-07,e30c7de46f282525703e30e0e5ec528b,raleigh,"First the post office then at the grocery store - missed connections"
"I went to food lion and you were the cashier. We both moved here from N.Y.  I thought that you were so beautiful. Thanks for making my heartbeat faster. I didn't want to stop talking to you. I know this is a long shot. Your son and mine have the same name. I hope you see this and respond. I would love to talk with you more.",2019-08-07,0cba9e08a0f943cec7c14e31d8c27b1f,raleigh,"Beautiful Woman - missed connections"
"Just arrived as a new student on campus and does not know anyone. Male looking for new female student.",2019-08-08,760b115e4ddfef0538ede8a900c52695,pittsburgh,"New student just arrived (PITT) - missed connections"
"Looking to meet another discreet well built guy for gym, drinks, fun.   open to suggestions.",2019-08-08,34ff0185d300740ce18bd0d438859b4a,newyork,"Handsome Professional MWM in town - missed connections"
"You were petting a dog when I 'accidently' hit you with a blowpop. My girlfriend actually dared me.  You stood up and gave us the cop look, then you lifted up your 😎 and melted us with baby blues and broke into cutest smile. I felt a vibe. You were standing across from funeral home that was selling snow cones.  We did come back with ice cream but you were gone. Left my name and number at the Municiple Office, but no call yet 😞. Didn't see a ring. New to the area, hate bar scene, and ain't never been desperate enough for online. If you're available, southern bell and not a home wrecker, would love to meet for lunch. Tell me the flavor of the blow pop and my hometown that you teased me about. Or if anyone knows who he is. Answer the questions to prove it's you or I will not respond.  To all others, flattered but sorry, not ready to give up just yet. Finally be back in the burgh friday, i will follow up on leads. Thanks",2019-08-08,e4e3173375d30028529a4d1d4aebb1b8,pittsburgh,"Hot Cop Brentwood at 4th July Parade - missed connections"
"We glanced at each other several times tonight at the game. I was there with friends, but wasn’t sure who your company was so I just admired from a distance. I’m a Caucasian male and you’re a Caucasian female.",2019-08-08,d171dbec02e08b56a27e2786d44ddefa,pittsburgh,"Pirates Game - missed connections"
"BBC  needs  a  kitty  to play with  today  ages  and  race  don't  matter  so if you  down thin hit me up with a picture so I know you are really real and  ill  do the same  thanks and I hope to hear back from you soon",2019-08-08,daeb5c7b1e9c814681227db7099fb605,newyork,"BBC  needs  someone to  play with - missed connections"
"i'm that girl that catch you staering at my pantyhosed legs.and always to shy to say you how i want to worship my legs and feet.if you are the person that would not mind worshiping my pantyhosed feet at the end of the day,let me know.i'm a kind you be generous guy that will give me a comfortable fun time.we will both walk away happy.call/text:9twonine 3nine3 one73eight",2019-08-08,e7250d85e339fff84b34e7f6db318831,newyork,"+staring at my pantyhosed legs++ - missed connections"
"Looking for a female in the late 40s to chat with and is kind of lonely like me. Possible future relationship.",2019-08-08,4f8c357e60e5bfab165552ec54899256,pittsburgh,"Looking For a Chat Partner - missed connections"
"We had plenty of fun and plenty of times together those morning meetings, and afternoon delights.  Yep I remember that nice orange net top that really Made you one outstanding looking woman.  Wow!  I also remember the tattoos in my favorite places to notice them.    I’d like to chat if you’ll contact me and see if we can try again.  Tiffany you know we had some great times and better conversations",2019-08-08,40cbdba5a001423420ff06df3fc9e407,raleigh,"Where oh where is my Tiffany - missed connections"
"You’ll probably never see this- but you’re blonde and have a beautiful smile. I was standing against the building with a salmon shirt. You walked by we locked eyes for a second and you smiled. Feel stupid for not stopping you- message me",2019-08-08,b81963144080a6179fa509cb20d9e2cf,newyork,"32nd & 5th blonder with the nice smile - missed connections"
"I asked if you or your friend had a lighter, but you didn't. You asked me about my tattoos, though, and we chatted for a bit. I noticed you had a huge wedding ring on but.. Well, I don't mind if you don't. You're stunning, and I hope you see this!",2019-08-08,df89bab8f29a7f88fbe8f7f5cd7b37ef,raleigh,"tattoo questions at accordion club - missed connections"
"jenn, we used to meet   you went to smittys after last time i saw you  contact me please",2019-08-08,901b2a791f6a25e616ebc871dfadf332,pittsburgh,"jenn? - missed connections"
"OMG. I’m looking for the incredibly beautiful Auburn haired woman in B&N today (fri) approx 2:15. You wore a black dress and had glasses on sometimes. I was the guy in shorts & ugly green T-shirt. Sorry I had been playing tennis. I’d love to talk to you,,, I know it’s a super long shot but you’re incredible.",2019-08-09,8fbe2a8d291dac8daea20d0c9aa03486,raleigh,"Auburn Haired Beauty in a Black Dress - missed connections"
"You were the gorgeous older woman that I talked to about your Jeep and left my number on you car. You called and left me a vm but blocked your number. I would love to chat more!",2019-08-09,24afb1b596c075451be1caf2adef37e0,raleigh,"Red Jeep, Trader Joe’s - missed connections"
"Cute girl at the pool.You smiled at me, I was going to talk to you, but I had to go.You were wearing a double top suit, and you left your shorts on over your bottoms.Let's see if you remember what I was wearing.Kiss.",2019-08-09,968a11c82d4638ceb1710e6cd92f02fa,raleigh,"Pool - missed connections"
"Two women I helped to change front bike tire stem.  Saturday morning July 6th.  You had glasses and red hair. Should have asked for your number.  Would like to talk more with you.",2019-08-09,e10e526c281228c9eceb5c7d8e91a7d5,pittsburgh,"Millvale bike trail parking lot - missed connections"
"I miss the old days of the personals. It was so much easier to meet Dom. peopleoh well",2019-08-09,8b78339af75dc0e9123d0da1abc35fbe,pittsburgh,"bi guy missing the old cl - missed connections"
"Searching for a few friends to stop over I'm a 62 year old WM",2019-08-13,0d43f3089e811c883d37e69e67c004a5,pittsburgh,"Searching for friends - missed connections"
"I saw you when i was on my way to meet someone else. Wanted to give you my number. What was i wearing today when i mistook you for someone else?",2019-08-09,c91f662358456b56baf240e43a7d0e0d,raleigh,"Raleigh Inn - missed connections"
"I stopped in for gas around 10:16pm, Tuesday Aug 6th. I really liked your hair style.  I wanted to start up a conversation but you were busy cleaning up the store.  I wonder if you would be interested in chatting. Tell me the color shirt I was wearing",2019-08-09,5856591e5fb9adb1906e827b1ff6a3d5,pittsburgh,"American Natural on route 8 - missed connections"
"I was the older white guy- you were the stocky black or Latino topmale. 25-65- we went back to my by my aptIwasgen. You gave me your number which I misplaced. If your around hit me up",2019-08-09,00ef811f53f80f8d60f3261fb1d76ea2,newyork,"M/M Looking for the Latino Guy on 56/3 - missed connections"
