"location","body","time","title","hash"
"pittsburgh","To Anthony... who's number I should have got.","2019-06-04","MGK - missed connections","f479d6976606bb1c579c6450768b175c"
"raleigh","We met at a local restaurant and after dinner and drinks went back and had some fun!I'd love to meet up with you again, you were mid 40's, definitely described as a hot mom next door type.I'll be in town the rest of this week and next, let's get together!","2019-06-04","I was in town on business............ - missed connections","3084432ff82c4a642af6f61eb8f1bd2f"
"newyork","\x53756e646179206576656e696e672061726f756e64203733302c204620747261696e20646f776e746f776e2e204920676f74206f6e20617420326e64206176652c20796f75207361696420796f75206c696b6564206d7920736869727420616e6420776520636861747465642062726965666c792e20596f7520676f74206f666620617420656173742062726f61647761792e20596f7520617265207665727920637574652120576861742077617320746865206272616e64206e616d65206f6e207468652068617420796f7520776572652077656172696e673f","2019-06-04","\x506172616469736520476172616765202d206d697373656420636f6e6e656374696f6e73","fa4dbf756ec2a023d6e33bbeb149ab46"
"newyork","are you the tall yound guy, i would like to service you","2019-06-04","M4M tall young guy at broadway and 23rd - missed connections","aec2e9fdb61615b66c8c85d0ab293c68"
"pittsburgh","Interested, hung.. very thick 8 inches.. and super oral. Let\u2019s chat.","2019-06-04","Searching for my girl who wants it XL - missed connections","84519ebed5ebd28711f3b72579476e6a"
"pittsburgh","have any desires to share or ????","2019-06-04","Fantasy....Roleplay - missed connections","468124ce7c8cbc07449501cdc0441862"
"pittsburgh","We used to hangout I took u to my cousin camp. You used to live in Crafton bye the A plus.","2019-06-04","Looking for Laura - missed connections","16b578a50d9a060608174708ec1782eb"
"newyork","Hot navy suit with stripped socks. You caught my eyes instantly. Me, white t-shirt with Kappa black jacket, ripped jeans and Stan Smith. Hope you read this...","2019-06-04","You stopped at CRESTWOOD (coming from Grand central) - missed connections","1717fbb769f9e632e0e264abaea338e3"
"pittsburgh","You live off of 217 by close to sheetz  I responded to your ad  A few years ago came to your house we worked out really good I\u2019m in the area today I was just wondering if you would like to work out again missed it","2019-06-04","Worked out together years ago - missed connections","a69e6d9537a81140b138c0969833f197"
"newyork","On Saturday, 6/1/19, around 2:15pm, you passed me next to The NY Times building across from Port Authority. I accidentally dropped my STD test results on the sidewalk and you picked them up. You said \u201cIt\u2019s ok, everything looks good\u201d and you laughed. I thought you were so charming and polite, and I wanted to ask you for your number but I felt awkward in the moment. Now I wish I would\u2019ve said something.Me: Light-skinned woman in my 30s, 5\u20194\u201d, black hair pulled back, brown eyes, wearing tight dark jeans and Doc Martens ankle shoes.You: Describe yourself for me so I know it was you!I really hope to hear from you again. You had a beautiful smile too.","2019-06-04","I\u2019m the woman who dropped her test results on sidewalk - missed connections","b0ab6ab01e6d518dca0b9af316a34dc8"
"newyork","I had your contact but lost it. we used to smoke with mutual massages & oral. I believe you lived near Fordham Rd. Im the older guy by Pelham Parkway. if you see this please get back . Im open to a different FEMALE  Let me know","2019-06-04","Where Is That Lady From The Bx That Used To Come Over ? - missed connections","4452e0e84af1c69178e652e907d933d3"
"pittsburgh","We talked today (Sunday) about the freshness of the bread I was buying. You told me how to keep in fresher. Would love to talk more about that....","2019-06-04","J**** at Sam's Club - missed connections","765d60033236853a807c7710660eb086"
"newyork","\x464f5220544845204344204c4f5645522e20736572696f7573207265706c69657320776974682073746174732c20706963206c6f636174696f6e2e204e4f5420494e544f2054455854494e4720534f20444f4e27542041534b20544f20544558542e4e6f20706963206e6f207265706c792e2042652061626c6520746f20486f73742e204e4f204f6e65204c696e6572732e","2019-06-04","\x4344202d206d697373656420636f6e6e656374696f6e73","587e7454c057bc8146159e81e402e3fb"
"newyork","You are a beautiful shy girl with kids we both live in the same building, 4x6x El we don't say anything rather than hi or hello to each other I am not going to say more about my self but I am sure you know who I am. I really like you and you look so pretty in your uniform","2019-06-04","The  Ukrainian girl in my apartment building - m4w - missed connections","3823131ed19de41f06d852d51137a3d6"
"newyork","Hello,looking for the BBW I saw on the SI bound bus yesterday at 5pm.  You, (Caucasian, long black hair red streak running down the side, wearing blue tweety bird shirt).  Me, (Caucasian with tan, brown glasses, and Big Dawg shirt).Your hair looked amazing and you had a wonderful laugh.  We said hello when you sat down but I was too nervous to continue conversation.  would love to get coffee sometime if you see this message!please give me a call if you would like to have another chance to chat!","2019-06-04","BBW on Bus - missed connections","c49212222a2c411ac0ff879af711ca90"
"raleigh","We met at a local restaurant and after dinner and drinks went back and had some fun!I'd love to meet up with you again, you were mid 40's, definitely described as a 'MILF' lol. I'll be in town the rest of this week and next, let's get together! I'm 40, decent build, baby blue eyes. if it's not you, want it to be?","2019-06-04","Soccer Mom last time I visited RDU - missed connections","3872cb5db4608403f3e09fbd1ebd5fc3"
"newyork","You got on at chambers street. I wanted to talk to you but was with my coworkers. I was the tall black man standing close to you. We locked eyes. You had kinky hair and wore green snake skin heels. If this is you, tell me what color nail polish you had on your toes, and what color shirt I had on. I hope we can connect.","2019-06-04","Green snake skin heels - missed connections","255d4237109ecff44dbf25b13684ab63"
"newyork","whats up guys. Looking to enjoy some male bounding.  Let\u2019s chat and see how things go.","2019-06-04","Looking for you - missed connections","ad40f05ad3a3a17ef5ecd7c17234c3aa"
"newyork","You pushed in line to catch up with your mates and I gave you a hard time. Later we made eye contact and you winked at me. We ran into each other again in an elevator and had a brief chat. We saw each other one last time going through security to catch our connecting flights home. You are Australian and live in New York and I\u2019m Australian and live in Dallas. I thought you were with someone and didn\u2019t want to be too forward. I haven\u2019t felt an attraction to anyone like that in a long time and would love to connect with you.","2019-06-04","Virgin flight Sydney to Lax - missed connections","275cf8a4dd082ae8fa0589511ebae28c"
"newyork","\x7374756e6e696e672e2020206c696b6520612063726f7373206265747765656e20737573616e6e6120686f66667320616e642061207072657474792073617261682073696c7665726d616e2e2020796f75206e6f7469636564206d6520696e206d792074616e6b20746f702e202068616420746f20736861726520776974682074686520776f726c6421","2019-06-04","\x69206a7573742073617720746865206d6f73742062656175746966756c206272756e6574746520696e20726967687420616964206a757374206e6f77202d206d697373656420636f6e6e656374696f6e73","3fd3265477b7e7633377b29783126a90"
"newyork","Uber driver u dropped off at Jamaica center station driving grey/silver nissan Altima I was trying to get your attention","2019-06-04","Uber driver - missed connections","8d4632113fb5a6e283c2bfd9f171d57d"
"raleigh","Hello,I wish I was not so distracted and would have opened up a conversation.  Well, here is my second attempt.You in the Kia SUV at the BP station.(Friday, May 31 around 1:00 p.m.  I thought of you as I watched parts of Joy Reid this weekend.  I am a big Joy Reid fan...)","2019-06-04","Kia SUV at BP - missed connections","1d148173862b0a0177bf0d842ef17525"
"pittsburgh","I said you where gorgeous... You left to early... :(  Hope to hear from you, David.","2019-06-04","The Who Concert - missed connections","ee30009a0097122e5c424cd0973c09af"
"raleigh","You know that's not true. I'm not going to bug you. Feel free to call me anytime. To the love of my life from the love of yours","2019-06-04","Laughing at NPD - missed connections","62acd652af880f77e5bf6f9269afde46"
"newyork","At the marina. You were walking by my car and I thought you were cute. My friends and I were being annoying but you looked at us at some point.","2019-06-04","Bright orange champion shorts - missed connections","a067e04338b192900e6d8c1519329464"
"newyork","you were busy but still 10x sexier than the date yuo was with. You were the interjewish couple__yesterday afternoon who moved seats.\u00a0you gave me your digiits then lost work me next__-------------call/text:-----9twonine-------------3eight6 --------------nine0seven2---------------------","2019-06-04","\u271bHadon Kimoto WAITRESING your table\u2763\u2763 - missed connections","3668096d2a9eabb9a651a9b582582682"
"raleigh","We saw each other tonight and I spoke to you. Saw you twice actually. Told you our tablet died. Tell me where we were so I know it\u2019s you.","2019-06-04","Dwight from Southpoint - missed connections","ccc25fe97bc992d4fbd38cdbc0137a50"
"pittsburgh","Dont be on of those mister el grumpies no one likes you guys go back under your rock lol. For the happy ppl wanting to do happy things heres my pretty smiley face just for you Msg me or snap three1two ninezerofive five9sixeightCatch you round like a rissole","2019-06-04","Mister grumpy w 4 m - missed connections","4c5c9e4073d700d6f6531a94d55d2616"
"pittsburgh","JCI always said it was true love.I hurt because I know you are hurting.It has been many years since I cried for you, but I shed a little tear tonight.A heart that holds love for somebody would never rejoice in their pain.Don't know how you felt about me. Even if you didn't 'love' me, at least I thought you know friendship was deep.They called me pathetic, delusional, crazy.Just was a girl who loved a friend with all her heart. Still a piece of the heart that is broke. Will always love you.P","2019-06-04","I Love U - missed connections","2021237e29499ec1a69e5130f1a754b4"
"newyork","She was born March 29 1963The last time i saw her she lived in Staten Island in 2012 All of the people finder sites are out of date and have her old addresses and phone numbers Please help me find her","2019-06-04","Desperately seeking Patrice K Scollins - missed connections","71d8ad64ffa3619f6f5bb5de6a51e08d"
"newyork","To the tall guy in the red plaid shirt, black jeans, and earbuds: wish I had said hi, you\u2019re cute!-girl with the Whole Foods groceries","2019-06-04","A Train mobility scooter party - missed connections","2d3c07e39c1823e713e52b657fa9a509"
"raleigh","We sat together at the 6:10 showing of Godzilla. You seemed 40ish, very cute, all curled up because you were chilly. Your hand was but inches from my thigh for two solid hours and you were purring like a cat the entire movie. I didn't say a word because truthfully I liked it. Enjoyed the movie. Really enjoyed your company. Wish you would've said something. I totally would've held your hand throughout the movie. I didn't say anything for fear you would've moved your hand away. I believe in my gut I read you right. Missed opportunity on my part. A guy can't just caress some stranger in public, though tempting as it was in this day and age. I do miss having a lady to vist the cinema with. X-Men and Spider-Man are around the corner if you happen to see this. You're more than welcome to purr next to me.","2019-06-04","Godzilla Movie - missed connections","dfcea7d7d1b71047e07ee2a12755e75d"
"newyork","you were staying in midtown or downtown.  the convo was so great and you wanted me to come by your hotel but I had work in the am last time.  now I'm off and want to see you.  I was wearing an all black dress,  24 years old,  brown skin female and busty. you were a generous gentlemen in town for a business trip.  if you see this write me and let's go for a drink  and more tonight","2019-06-04","you were from out of town. .. - missed connections","36d0b88736c77f74d8d5e4ca57c19eb4"
"newyork","This is an awkward post for me to write.In an ideal world my posting title would be 'open heart gets your open heart' but emotionally I'm not there yet. The above is a more truthful way to describe a desiring shameless escape. It happens, I'm sure you've been there and can relate. If you are someone that I would consider then you've already assessed my discerning and refined nature and you're amused that I've abandoned judgment and posted on CL. Well, the anonymity makes it appealing especially after my neighbor shared with me that his best dates were from this site- somehow his enjoyment green-lighted my curiosity.What am I really seeking in a discreet distraction? One Female with energy age is not an issue that is intellectually and physically stimulating- basically I want a playful escape with potential for more. A stranger. Accomplished, well-spoken, traveled, creative, honest. Here's a tongue in cheek yet ironically true description of me: articulate, slightly shy type looking to surrender to desire, slim and in great shape, 50s, independent, sane and stable.What would I like to do? Meet at the MoMA, NewMuseum (some interesting exhibit) or a drink and take it from there...I'm 5'9 55 yrs old slim toned build.","2019-06-04","Seeking that desirable woman - missed connections","53a662a8d2e5d3e19da6f64b4ebe963e"
"pittsburgh","I can't believe I am doing this. After 25 years I am looking for Roberta. Formally of Carnegie, North Side and now possibly McKees Rocks. old boyfriend trying to track her down. Serious responses only. You will be quizzed if you tell me you are this person. John","2019-06-04","Looking for Roberta Benko - missed connections","42783a35bab3ab98bc387b4aa45fc7a9"
"pittsburgh","Took you to Audi in Downtown. You looked very nice, dressed for work today. I think you\u2019d look just as beautiful in some pj pants with no make up. I hope you see this.","2019-06-04","Katherine, you stole my heart - missed connections","5c4cc036a442def8d5a56e83b6d70a99"
"pittsburgh","Looking to meet m to m. Prefer if you were in a hotel.","2019-06-04","Tonight - missed connections","a37f594dfcd46d91909ae6e496242a25"
"newyork","We spent the day talking about how much fun we were gonna have, then my phone died. Then later it died- permanently. I won't have a new phone until the middle of the week. I promise I didn't flake. Let's try this again. I wanna do a good job for you","2019-06-04","Noah- I live around the corner from you. - missed connections","ffe18c852cef5839c4a78b90ca9e9c44"
"newyork","i'm looking for the UBER DRIVER who drop me on 24th and Lexington last night...you are late 20's probably arabic or pakistani tall and skinny, would like to continue our conversation...","2019-06-04","i'm looking for the UBER driver that drop me on 24th/Lex - missed connections","4f7c2b18f0c0d094443591eb0530101f"
"newyork","I was on the corner of Clifton and Franklin wearing a black tank top. You were driving a truck. It was right after the sun shower we couldn\u2019t stop staring at eachother. When you drove away you stuck your head out the window and looked back. You were so handsome and had salt and pepper hair. Hope you see this.","2019-06-04","On the corner -TOM BOY tank - missed connections","8881ad424b244f8aa680fb86d79ce5b0"
"newyork","\x323820792f6f20636c65616e20637574207768697465206d616c65206c6f6f6b696e6720666f72206e73612066756e207769746820676f6f64206c6f6f6b696e67206f6c646572206d616e20706c757320666f722066616369616c206861697220616e64206120676f6f642066697474696e672073756974","2019-06-04","\x796f756e672070726f66657373696f6e616c206d2034206d206f6c64657220737569746564206d616e202d206d697373656420636f6e6e656374696f6e73","11286df801131917f5f3e3ea7c327a43"
"raleigh","Bae running out of shit that I could say...Wishing you the best that all i can pray. I love you and always will.  I'm here. Thinking about you.","2019-06-04","Jaleesa Powell - missed connections","1f40fe05fb7d747cc9361afe7ead13d1"
"pittsburgh","Why are you doing this? Don't you see how much it hurts? Don't you see that it's not making anything better? Do you want it to be better? I don't know where to go from here. I'm lost. I love you. I want change. Big changes, and I want you there with me for them. But who knows. I wish I did....","2019-06-04","Why? Just why? - missed connections","7f63a338ee16403609d6f21856b5c4fb"
"raleigh","  The mother laid on her eggs all day every day  When it was cold she would hold them close and when the summer came she would stand over them  They hatched and she feed them three times a day, they grew  As they got bigger they became more independent and one day flew  They graduated to flying and never looked back","2019-06-04","The Nest - missed connections","6df54190a14006f7bee023290a7e8c52"
"newyork","I am searching for a Curvy Woman of Maturity. Age range of mid 50s to 60s years of Age. She should be Decent.Career oriented.Independent without being a Diva.Well versed on Holding a intelligent conversation. Good humor Must have a Wild Side and Unlimited Energy like me in ALL SENSE OF THE WORD.. WinK Gorgeous from Head to Toe. Yes, I have a Foot fetish that will keep me All over you. Clean hygiene. Not a druggie. No diseases. Not a recovering Alcoholics. I am a mature Brown skinned Black American who is a Happily Divorcee but I would prefer Someone Who is Caucasian and similar taste in Music and Life. My apologies to those interested that is my preference. So if you are the Woman of my pillow cuddling Dreams, please inquire with a Intelligent response which be detailed about yourself. No indecent Exposed Pictures of yourself when You send one. Let's be respectable and honest.","2019-06-04","Searching for a curvy woman of maturity - missed connections","27019aaab648cda7ab7a284e0f18813e"
"pittsburgh","\x596f7520776572652077656172696e672073686f72747320616e642068656c642074686520646f6f7220666f72206d652e2049207761732077656172696e6720612070696e6b20737765617473686972742e20596f752068617665206120677265617420736d696c6520616e6420492764206c696b6520746f206861766520636f66666565207769746820796f7520736f6d6574696d652e","2019-06-04","\x43656e7472616c2044696e6572202d206d697373656420636f6e6e656374696f6e73","126233dd52f5d108e4d27ac3a8a14f38"
"pittsburgh","we made eye-contact several times while working out, you are ripped and so handsome; we saw each other again in locker room, you wore an olive-green t-shirt and jeans and left right behind me. Tell me something from your perspective so I know you're for real. I would love to meet you. Please, actual person only, I'm not interested in random hookups.","2019-06-04","m4m PF gym - missed connections","471af96b1182854ac6aad8c53eb08590"
"newyork","We use to meet at cortlandt colonial restaurantYOU USE TO CALL ME MS. SUPER HEADYOU WERE OLDER AND GENEROUS TO MEWHERE HAVE YOU BEEN BABYI\u2019m back in the area if your free","2019-06-04","Looking for destiny - missed connections","7eb5a569d5c2cd76790c85623e8b1733"
"newyork","Hey 23 year old slim handsome Hispanic guy looking for straight, or bi black men. Email me with stats and i will send my picture. Looking to give bj","2019-06-04","Looking for black guys - missed connections","24b13e3f259d7a768504a8e20e800a28"
"newyork","nsa no recip wanted--m4m dd free ub2  must be straight --u cum u go--I kno private safe spot across the street","2019-06-04","any straight guys lookin 4 nsa service after dark m4m - missed connections","4ced8dc52adc67538e1ac68de464d3c9"
"raleigh","At work we talked about your surgery, and you asked me to go with you to Michigan and canada. We\u2019re you serious. Hit me up with where we worked and if you are interested in friendship or relationship. I\u2019m open for either.","2019-06-04","Trip to Michigan and Canada - missed connections","e1761aa5e94b4cdc2eca64db918fce4a"
"newyork","I guess I\u2019m the only single dude who went to the all white party who is looking for a women to chill with and join me.. too bad","2019-06-04","Am i the only one up - missed connections","80077381332b6e1643e8ed80cfa56354"
"pittsburgh","I noticed you at Aldi's in Washington a few days ago. You had your daughter/granddaughter in tow? I know you noticed me too. You, incredible blonde in multicolored yoga pants. Me, a guy w a hat and salt and pepper beard.","2019-06-04","Missed connection at Aldi's - missed connections","f9a7620dcf10c1d7a2b697d1e3737eb1"
"newyork","We sat across from each other on the M train today around 6 going from 42nd into Brooklyn. Our eyes kept meeting and I couldn\u2019t tell if you were looking at me or just at the stops, but I tried to smile at you. I have short hair and was in a white button-down shirt with tiny polka dots. You had long dark hair in a topknot and were carrying a gym bag and had white sneakers with black accents. Would you like to meet for coffee?  Tell me what stop you got off on so I know it\u2019s you.","2019-06-04","M Train 6pm You Had A Topknot - missed connections","97fd40cfc023bdb0faf635d807219619"
"raleigh","We met on Tinder, how could I forget that smile, personality and 6'9' height and we both left that app and began talking more on Snapchat. I apologize for sending that surprise Valentines Day to your job, but I was just putting myself out there. I hope you see this or someone who knows you, so that we could continue what could have been. I miss that smiling face. M4M. Todd is a white, TALL, thick and stocky guy with brown hair and beard to match.","2019-06-04","Todd from Tinder - missed connections","29dc2187ee6c156788a67f8722ffe2bc"
"newyork","You used to come to my place a few years back and I would give you some amazing oral pleasure. After a few meets you rewarded me by letting me fill you up with cream pies. Damn I miss those days. We lost touch and it seems you changed your number. I know this is a long shot but if you do see this I\u2019d love to meet up again. My dick is literally throbbing thinking about those times.","2019-06-04","Where are you Georgi my pillow princess? - missed connections","503418cec64906761ed8ec09bdf29946"
"pittsburgh","I am currently looking for a sugar daddy . No strings attached , and an allowance. I have been on seeking and it didn\u2019t work out because of the amount of people that were fake , and or liars . I\u2019m looking for serious inquiries only , someone that likes to spoil , and isnt over the age of 45. Thank you \u2764\ufe0f","2019-06-04","SD - missed connections","0e5274e5d74fe7170f11b45ecdc5d441"
"raleigh","Today in about around 1:15 I was behind a dark gray Infiniti it had a man and a woman in it and she kept leaning over to the driver side and I was wondering while I was following them what in the world she was doing till we got about halfway down the Durham freeway just past the construction zone she leaned all the way over and began giving him road head and it was totally hot I would love to see this again whether this was you or if you are an exhibitionist couple that would love to show it off give me a lonely old truck driver the show and put a smile on his face for the day I would just love to see something like that again","2019-06-04","Road head today on Durham freeway - missed connections","7e5adc7ff88f34aae00b8d9728e09d44"
"pittsburgh","Biked past your house. I saw you in the yard with your dog. You are GORGEOUS! I would love to spend time with you. Would not ruin what you have going on.... So I know it is you, why was I biking & what did we discuss? I would treat you like a princess!","2019-06-04","Your name was Katie - missed connections","a742ece355d61f62521ac30a65bfab9f"
"pittsburgh","This is a second attempt to post this ad. I have no idea why I was flagged in the first place as this is a legitimate attempt to locate someone!! I can't believe I am doing this. After 25 years I am looking for Roberta. Formally of Carnegie, North Side and now possibly McKees Rocks. old boyfriend trying to track her down. Serious responses only. You will be quizzed if you tell me you are this person.","2019-06-04","Looking for Roberta Benko - missed connections","fc24c7eb08a775f45c4b1b9ef8ab76d1"
"pittsburgh","I was parking my car at the Walmart and parked next to you, we made eye contact when I looked down and noticed you pleasuring yourself, you had a very nice smooth clean looking package, my wife was in the car with me so I wasn\u2019t able to help you out. I hope you see this and we can meet up.","2019-06-04","Car jacking - missed connections","14830e305f416dd2ca692779ffc8c94a"
"newyork","\x57686572652063616e20492066696e6420612046544d3f","2019-06-04","\x57686572652061726520616c6c207468652046544de2809973202d206d697373656420636f6e6e656374696f6e73","248863c9fc871838a7a3d891d1cbbb31"
"raleigh","\x4865726520617265207468652066616374733a596f753a5374756e6e696e674272756e657474654e6176792053756e2044726573734d653a426568696e6420796f7520696e206c696e65436f756c646e27742062656c69657665206d79206579657357697368204920776f756c64206f66207361696420736f6d657468696e6720746f20796f752e2020496620796f752077657265207468657265207965737465726461792061667465726e6f6f6e20616e642068617070656e20746f207365652074686973206d65737361676520706c6561736520666f7220746865206c6f7665206f6620676f64207772697465206d652e20203a29","2019-06-04","\x48617272697320546565746572202d206d697373656420636f6e6e656374696f6e73","7a6818c617e1abaddd13a9af7189db3c"
"pittsburgh","\x5765207573656420746f20686f6f6b2075702c20796f752068616420616e20616666696e69747920666f7220626277732020616e6420492068616420616e20616666696e69747920666f7220726f75676820696e74696d6163792e2049206d6f7665642c206c6f7374206d792070686f6e652c20616e64206c6f737420746f7563682e2049e2809964206c696b6520746f206861766520616e6f7468657220656e636f756e7465722e2054656c6c206d652077686174206272616e636820736f2049206b6e6f77206974e280997320796f752e","2019-06-04","\x48616e64736f6d65204265617264656420566574202d206d697373656420636f6e6e656374696f6e73","712ea981be3c0e3b4593d7197dfba231"
"pittsburgh","\x4d652c20612067757920696e20686973206d69642035302773596f75207765726520696e20796f7572206c61746520323027735765206861642061206d757475616c6c792062656e6566696369616c20617272616e67656d656e74202d20492068656c70656420796f75207769746820736f6d65207468696e67732c20796f752068656c706564206d652077697468206365727461696e207468696e6773576f756c64206c6f766520746f2068617665207468697320616761696e","2019-06-04","\x4c6f6f6b696e6720666f72206d79206f6c642066656d616c6520667269656e64202d2077652063616e206265206d757475616c6c792062656e6566696369616c20616761696e202d206d697373656420636f6e6e656374696f6e73","9791afb5cb20d9b7a4f8d178db084101"
"raleigh","\x4f70656e20746f20616e7920776f6d656e","2019-06-04","\x416e7920776f6d656e206c6f6f6b696e6720666f722061207374726573732072656c65617365202d206d697373656420636f6e6e656374696f6e73","90dc2ddbbec8315c1f857e66edfd5359"
"newyork","\x32332079656172206f6c64207768697465206d616c652068657265206c6f6f6b696e6720666f7220746865206f6c64657220677579206865206d657420696e2074686520666c617469726f6e2f6368656c736561206172656120746f6461792e2e206c6f6f6b696e6720746f206d616b6520706c616e7320666f72206e6f772f64617974696d652e2e20686d7520696620796f75206b6e6f772068696d","2019-06-04","\x796f756e6720677579206c6f6f6b696e6720666f72206f6c64657220677579206865206d657420696e20666c617469726f6e2061726561202d206d697373656420636f6e6e656374696f6e73","ca720c010df9c2baf0147edde9c8f323"
"newyork","\x4120666577207965617273206261636b2077652073747275636b207570206120667269656e64736869702e20596f752077657265207475726e696e672033302c204920776173207475726e696e672034302e205765207765726520626f746820617474616368656420616e6420756c74696d6174656c79206465636964656420697420776173206265737420746f206d6f7665206f6e2e2049206f6674656e207468696e6b206f6620796f752e20486f70696e6720796f752061726520686170707920616e6420646f696e672077656c6c2e2049206d69737320796f752e","2019-06-04","\x4c4d2c20646f20796f75207374696c6c2062726f77736520434c3f202d206d697373656420636f6e6e656374696f6e73","922a68544bf9a945e82e676f3ed910d1"
"newyork","\x48694920616d20696e206d79206561726c7920323020616e64206c69766520696e204e59432e204920656e6a6f79206d616e79207468696e67732062757420692068617665206e6f74206265656e2061626c6520746f2066756c6c7920656e6a6f79207468652073756d6d65722062656361757365206f66206120686172736869702e4920686f706520796f75206172652061207265616c20776f6d616e20616e64206172652067656e7569656e6c7920696e746572657374656420696e2074616c6b696e672e","2019-06-04","\x4d616c6520696e20323073206c6f6f6b696e6720666f722066656d616c6520636f6d70616e696f6e73686970202d206d697373656420636f6e6e656374696f6e73","9b20f9d4a51d1e901821b91b4c2e1829"
"newyork","I was your last customer and jokingly asked you to come to a party with me, however, I wasn't joking","2019-06-03","T from the clothing store - missed connections","a7866391d85fba158af11ecb1a2dbdbc"
"newyork","22 year old guy here. Looking for the older guy who was checking me out. You are in your 50s and obviously like younger guys. If this sounds familiar or like you. Get back to me","2019-06-03","Looking for the older guy who was checking me out - missed connections","ab3e6d6b1ef81b7f4c6795bd094ad603"
"pittsburgh","I like you amd I'm pretty sure you like me. I want to be direct with you- I really want to fuck you: no attachments. I have been attracted to you in a physical way since I first saw you. I really liked your dress tonight. Reply with your fab sci-fi novels if you're down to bang. B","2019-06-03","Dr dr - missed connections","dd4066a931bf9f80a70bc09f7d5a3779"
"pittsburgh","I am also male, Ive noticed alot of us old people walk the mall for exercise, ive noticed alot of people sit in places there for the scenery, you were outside of the ladies underwear victoria store. I thought maybe you were just old and tired then later on you were sitting in the food court peeping around, Im not sure if you would enjoy company, or if theres any others old folk that do this, or just like to email about what you saw, i guess im a dirty old man too. leave info and something a little dirty.","2019-06-03","possible little dirty old man - missed connections","bd36a72a83fe3289c8730870e2ff5811"
"newyork","I wish the bees would make honey from all of our shared glances and failed attempts at even a minor conversation. And then we could eat the honey together and it would be so sweet.I really think you are adorable. I just wish you'd show up when I'm around and actually talk to me. I think you've lost interest, if you ever even had any. Come on dude. I like you. I do.","2019-06-03","Bees, failed attempts, and honey - missed connections","a8a75e6a546d204de168c1a9036ad831"
"newyork","Looking for male friend need relief into almost anything lets chat","2019-06-03","Looking for male friend - missed connections","d6c372fec29024403fd5f96b7b3bbaf2"
"pittsburgh","Looking for the Man I was talking to that said he was a DL Masculine Whung Bull? HMU. Be in town for the night. Also said your Wife would like to hang out with us. Thanks","2019-06-03","Said u were a Bull - missed connections","adad72da9198f70c30057da9ced2c843"
"pittsburgh","You were a good looking red head guy buying a bottle of wine in front of me. I don\u2019t what it was but I felt a very strong connection. Would be nice to connect if you check this site out.","2019-06-03","Red head at getgo (m4m) - missed connections","a48af9d988eadb340063897548af2fdb"
"newyork","you were busy but still 10x sexier than the date yuo was with. You were the interjewish couple----yesterday afternoon who moved seats. you gave me your digiits then lost work me next-----------------------------------call/text:9twonine 3eight6 nine0seven2---------------------------------------","2019-06-03","\u2724 Hadon Kimoto WAITRESING your table\u2724 \u2725 - missed connections","46289b5db3f300a95a395c938b45b39e"
"newyork","you were busy but still 10x sexier than the date yuo was with. You were the interjewish couple ___yesterday afternoon who moved seats.\u00a0you gave me your digiits then lost work me next_____________________call/text:///9twonine ///3eight6 ///nine0seven2///_____________________","2019-06-03","\u271bHadon Kimoto WAITRESING your table\u2763\u271b\u2763 - missed connections","594d6faee0623b1fad4f244e01315948"
"newyork","Broadway Junction station around midnight, a dark-haired handsome guy with an upright bass case situation. We had some top-notch eye contact but I got nervous and broke it off. Can\u2019t seem to shake it.","2019-06-03","Broadway Junction - missed connections","c44e3714cd0d4e1e3e81696ae8fce26f"
"raleigh","Do you have a hot wife? Let\u2019s share pics","2019-06-03","Do you have a hot wife? Let\u2019s share pics - missed connections","954d70c6cb824e27dba16c4d52af6af8"
"newyork","don't be such a stranger palmwm hereI really enjoyed helping you work out your problemsfree most afternoons to swing by and caatch up","2019-06-03","hey buddy! it has been quite a while since we chatted - missed connections","af8d569b01d6986ed01cd4199084816e"
"pittsburgh","I am 48 five ft seven 170 masculine,workout looking to gain more muscle.I am looking for older well built workout partner to keep me motivated.I go to a gym in east end or can travel to yours.Hope to hear from you.","2019-06-03","Looking for older well built workout partner m4m - missed connections","cbd3730c2c26697856a5c9bfb589989b"
"pittsburgh","We smiled at each other 100 times. I asked you about the sign on the men\u2019s and women\u2019s doors. We laughed. I was too shy to ask you out. Hopefully you see this. Tell me what I asked you about those signs and maybe we can grab a drink","2019-06-03","Waitress from Wheelfish - missed connections","b9aae2ca37c0b66d4aafe8bb83cda9b6"
"raleigh","Your response you mostly work in Rocky Mount. Me male you female","2019-06-03","I said You work alot - missed connections","eda5d8965808c6fa19c0d5d8c3456ab8"
"newyork","Your accent is soooo cute, and so are you\u2764\ufe0f","2019-06-03","Cute cop with tats - nice artwork - missed connections","f847facac277f1d4cf8a7be913aa018b"
"newyork","Met a group of 5 smart+ guys on the M downtown around 11pm. Was a fun hang! I'd love to get to know each other better, no time in life for shitty people. Especially the lease policee\u2014the quiet car ecosystem needs both enforcers and listeners. I like the latter and respect the former. I live on the LES. Want to get a drink sometime?","2019-06-03","86th St M to Blue Ribbon Fried Chicken - missed connections","41aac9e9f7e81c1c933fb62f691747e0"
"pittsburgh","You cut my hair today, told me I had great posture and said my grey hairs reminded you of J. Jonah Jameson.I'd love to see you again.","2019-06-03","Lillian at Supercuts - missed connections","02370d32e864880f5f98138ce2ff218d"
